"HITId","HITTypeId","Title","Description","Keywords","Reward","CreationTime","MaxAssignments","RequesterAnnotation","AssignmentDurationInSeconds","AutoApprovalDelayInSeconds","Expiration","NumberOfSimilarHITs","LifetimeInSeconds","AssignmentId","WorkerId","AssignmentStatus","AcceptTime","SubmitTime","AutoApprovalTime","ApprovalTime","RejectionTime","RequesterFeedback","WorkTimeInSeconds","LifetimeApprovalRate","Last30DaysApprovalRate","Last7DaysApprovalRate","Answer.Q1initials","Answer.Q2code","Approve","Reject"
"3I7KR83SN9C49B4TVLYQM9U0WBAK9X","3N79SUTLM2K45D75GAEXW6Y0EII5B3","Contradiction Detection Task (7-8 minutes)","Compare sentences for whether they contradict each other","experiment, linguistics, language, word, words, read, science, psychology, cognitive, cognition, cognitive science","$0.75","Thu Dec 11 17:46:41 GMT 2014","301","BatchId:1763564;","1200","172800","Wed Dec 24 11:44:12 GMT 2014","","","31LM9EDVOLRWAD0Y4CMLSFKR3EQNJU","ADQKQCMH1ALS6","Approved","Sat Dec 13 22:11:22 GMT 2014","Sat Dec 13 22:25:52 GMT 2014","Mon Dec 15 14:25:52 PST 2014","Sat Dec 13 14:30:00 PST 2014","","","870","100% (1/1)","0% (0/0)","0% (0/0)","PH","A238B9D1F5E640C"
"3I7KR83SN9C49B4TVLYQM9U0WBAK9X","3N79SUTLM2K45D75GAEXW6Y0EII5B3","Contradiction Detection Task (7-8 minutes)","Compare sentences for whether they contradict each other","experiment, linguistics, language, word, words, read, science, psychology, cognitive, cognition, cognitive science","$0.75","Thu Dec 11 17:46:41 GMT 2014","301","BatchId:1763564;","1200","172800","Wed Dec 24 11:44:12 GMT 2014","","","31LM9EDVOLRWAD0Y4CMLSFKR3ZENJO","A8BGHKGBA8O33","Approved","Thu Dec 11 22:08:29 GMT 2014","Thu Dec 11 22:25:35 GMT 2014","Sat Dec 13 14:25:35 PST 2014","Thu Dec 11 18:18:31 PST 2014","","","1026","100% (2/2)","0% (0/0)","0% (0/0)","dc","A328EF60C7DB415"
"3I7KR83SN9C49B4TVLYQM9U0WBAK9X","3N79SUTLM2K45D75GAEXW6Y0EII5B3","Contradiction Detection Task (7-8 minutes)","Compare sentences for whether they contradict each other","experiment, linguistics, language, word, words, read, science, psychology, cognitive, cognition, cognitive science","$0.75","Thu Dec 11 17:46:41 GMT 2014","301","BatchId:1763564;","1200","172800","Wed Dec 24 11:44:12 GMT 2014","","","31Q0U3WYDPE0CBS7YGZQSI2FAVV17U","AX1I9MBLJDKGA","Approved","Mon Dec 15 21:23:15 GMT 2014","Mon Dec 15 21:34:01 GMT 2014","Wed Dec 17 13:34:01 PST 2014","Tue Dec 16 00:48:59 PST 2014","","","646","100% (1/1)","100% (1/1)","0% (0/0)","JJ","8E1DC4723B659A0"
"3I7KR83SN9C49B4TVLYQM9U0WBAK9X","3N79SUTLM2K45D75GAEXW6Y0EII5B3","Contradiction Detection Task (7-8 minutes)","Compare sentences for whether they contradict each other","experiment, linguistics, language, word, words, read, science, psychology, cognitive, cognition, cognitive science","$0.75","Thu Dec 11 17:46:41 GMT 2014","301","BatchId:1763564;","1200","172800","Wed Dec 24 11:44:12 GMT 2014","","","31T4R4OBOSFKZE25EDOA9EL6E0Z7CJ","A27JWC6VXNKL9S","Approved","Tue Dec 16 22:18:49 GMT 2014","Tue Dec 16 22:28:54 GMT 2014","Thu Dec 18 14:28:54 PST 2014","Wed Dec 17 03:48:33 PST 2014","","","605","100% (1/1)","100% (1/1)","0% (0/0)","CG","96A2F48C17350EB"
"3I7KR83SN9C49B4TVLYQM9U0WBAK9X","3N79SUTLM2K45D75GAEXW6Y0EII5B3","Contradiction Detection Task (7-8 minutes)","Compare sentences for whether they contradict each other","experiment, linguistics, language, word, words, read, science, psychology, cognitive, cognition, cognitive science","$0.75","Thu Dec 11 17:46:41 GMT 2014","301","BatchId:1763564;","1200","172800","Wed Dec 24 11:44:12 GMT 2014","","","32EYX73OY08Q3R3K9I7G81YCM69RU9","AAGH904RDL2P1","Approved","Tue Dec 16 05:15:05 GMT 2014","Tue Dec 16 05:30:30 GMT 2014","Wed Dec 17 21:30:30 PST 2014","Tue Dec 16 00:48:56 PST 2014","","","925","100% (1/1)","100% (1/1)","0% (0/0)","JR","584F10DECA26B79"
"3I7KR83SN9C49B4TVLYQM9U0WBAK9X","3N79SUTLM2K45D75GAEXW6Y0EII5B3","Contradiction Detection Task (7-8 minutes)","Compare sentences for whether they contradict each other","experiment, linguistics, language, word, words, read, science, psychology, cognitive, cognition, cognitive science","$0.75","Thu Dec 11 17:46:41 GMT 2014","301","BatchId:1763564;","1200","172800","Wed Dec 24 11:44:12 GMT 2014","","","32M8BPYGATLU5AZ6ZQOQQUWUPNFGI3","A2NL38BFEE3BVY","Approved","Sat Dec 13 22:14:05 GMT 2014","Sat Dec 13 22:24:40 GMT 2014","Mon Dec 15 14:24:40 PST 2014","Sat Dec 13 14:30:02 PST 2014","","","635","100% (1/1)","0% (0/0)","0% (0/0)","jy","F059638CB12ED47"
"3I7KR83SN9C49B4TVLYQM9U0WBAK9X","3N79SUTLM2K45D75GAEXW6Y0EII5B3","Contradiction Detection Task (7-8 minutes)","Compare sentences for whether they contradict each other","experiment, linguistics, language, word, words, read, science, psychology, cognitive, cognition, cognitive science","$0.75","Thu Dec 11 17:46:41 GMT 2014","301","BatchId:1763564;","1200","172800","Wed Dec 24 11:44:12 GMT 2014","","","32UTUBMZ7GV30ZBVIBVV48VRHD1BVY","ATLBBSFMKX1NM","Approved","Sun Dec 14 05:03:15 GMT 2014","Sun Dec 14 05:11:10 GMT 2014","Mon Dec 15 21:11:10 PST 2014","Sun Dec 14 04:46:20 PST 2014","","","475","100% (1/1)","0% (0/0)","0% (0/0)","AJ","70B1F9D24E856AC"
"3I7KR83SN9C49B4TVLYQM9U0WBAK9X","3N79SUTLM2K45D75GAEXW6Y0EII5B3","Contradiction Detection Task (7-8 minutes)","Compare sentences for whether they contradict each other","experiment, linguistics, language, word, words, read, science, psychology, cognitive, cognition, cognitive science","$0.75","Thu Dec 11 17:46:41 GMT 2014","301","BatchId:1763564;","1200","172800","Wed Dec 24 11:44:12 GMT 2014","","","32VNZTT0A73RMT95UCGYVX0IN9M4RW","A1IMF5SJIQD2NK","Approved","Thu Dec 18 02:26:40 GMT 2014","Thu Dec 18 02:36:31 GMT 2014","Fri Dec 19 18:36:31 PST 2014","Thu Dec 18 09:35:52 PST 2014","","","591","100% (1/1)","100% (1/1)","0% (0/0)","RWC","1DAF5C0782B9436"
"3I7KR83SN9C49B4TVLYQM9U0WBAK9X","3N79SUTLM2K45D75GAEXW6Y0EII5B3","Contradiction Detection Task (7-8 minutes)","Compare sentences for whether they contradict each other","experiment, linguistics, language, word, words, read, science, psychology, cognitive, cognition, cognitive science","$0.75","Thu Dec 11 17:46:41 GMT 2014","301","BatchId:1763564;","1200","172800","Wed Dec 24 11:44:12 GMT 2014","","","3300DTYQT2G92URY633BZT244WCQEP","A3BZHZJGT3PFD1","Approved","Tue Dec 16 05:08:04 GMT 2014","Tue Dec 16 05:13:12 GMT 2014","Wed Dec 17 21:13:12 PST 2014","Tue Dec 16 00:49:04 PST 2014","","","308","100% (1/1)","100% (1/1)","0% (0/0)","AJ","2F78A0ED59C64B3"
"3I7KR83SN9C49B4TVLYQM9U0WBAK9X","3N79SUTLM2K45D75GAEXW6Y0EII5B3","Contradiction Detection Task (7-8 minutes)","Compare sentences for whether they contradict each other","experiment, linguistics, language, word, words, read, science, psychology, cognitive, cognition, cognitive science","$0.75","Thu Dec 11 17:46:41 GMT 2014","301","BatchId:1763564;","1200","172800","Wed Dec 24 11:44:12 GMT 2014","","","3300DTYQT2G92URY633BZT244X3QEI","AP961X56KQEI8","Approved","Tue Dec 16 06:43:31 GMT 2014","Tue Dec 16 06:59:11 GMT 2014","Wed Dec 17 22:59:11 PST 2014","Tue Dec 16 00:49:03 PST 2014","","","940","100% (1/1)","100% (1/1)","0% (0/0)","JN","F7458639C10D2BA"
"3I7KR83SN9C49B4TVLYQM9U0WBAK9X","3N79SUTLM2K45D75GAEXW6Y0EII5B3","Contradiction Detection Task (7-8 minutes)","Compare sentences for whether they contradict each other","experiment, linguistics, language, word, words, read, science, psychology, cognitive, cognition, cognitive science","$0.75","Thu Dec 11 17:46:41 GMT 2014","301","BatchId:1763564;","1200","172800","Wed Dec 24 11:44:12 GMT 2014","","","3300DTYQT2G92URY633BZT245YREQX","A1KYRJAP5MT5YS","Approved","Sun Dec 21 23:02:00 GMT 2014","Sun Dec 21 23:09:17 GMT 2014","Tue Dec 23 15:09:17 PST 2014","Sun Dec 21 20:59:34 PST 2014","","","437","100% (1/1)","100% (1/1)","0% (0/0)","PSC","946B7E0FA35C812"
"3I7KR83SN9C49B4TVLYQM9U0WBAK9X","3N79SUTLM2K45D75GAEXW6Y0EII5B3","Contradiction Detection Task (7-8 minutes)","Compare sentences for whether they contradict each other","experiment, linguistics, language, word, words, read, science, psychology, cognitive, cognition, cognitive science","$0.75","Thu Dec 11 17:46:41 GMT 2014","301","BatchId:1763564;","1200","172800","Wed Dec 24 11:44:12 GMT 2014","","","339ANSOTR51Z7WVPPH95OMONWUDKI7","A1JBN6A4O03EJJ","Approved","Fri Dec 12 11:36:11 GMT 2014","Fri Dec 12 11:43:36 GMT 2014","Sun Dec 14 03:43:36 PST 2014","Fri Dec 12 04:55:53 PST 2014","","","445","100% (1/1)","0% (0/0)","0% (0/0)","T.D.","65E3871CFB04DA2"
"3I7KR83SN9C49B4TVLYQM9U0WBAK9X","3N79SUTLM2K45D75GAEXW6Y0EII5B3","Contradiction Detection Task (7-8 minutes)","Compare sentences for whether they contradict each other","experiment, linguistics, language, word, words, read, science, psychology, cognitive, cognition, cognitive science","$0.75","Thu Dec 11 17:46:41 GMT 2014","301","BatchId:1763564;","1200","172800","Wed Dec 24 11:44:12 GMT 2014","","","33CKWXB73JJM1PD590IHR8B26WP110","A2YDR7Q6S1FXYZ","Approved","Sat Dec 13 22:34:35 GMT 2014","Sat Dec 13 22:46:39 GMT 2014","Mon Dec 15 14:46:39 PST 2014","Sat Dec 13 15:33:28 PST 2014","","","724","100% (1/1)","0% (0/0)","0% (0/0)","pog","0F3861D97C42EA5"
"3I7KR83SN9C49B4TVLYQM9U0WBAK9X","3N79SUTLM2K45D75GAEXW6Y0EII5B3","Contradiction Detection Task (7-8 minutes)","Compare sentences for whether they contradict each other","experiment, linguistics, language, word, words, read, science, psychology, cognitive, cognition, cognitive science","$0.75","Thu Dec 11 17:46:41 GMT 2014","301","BatchId:1763564;","1200","172800","Wed Dec 24 11:44:12 GMT 2014","","","33F859I566CYIYGBDMERP74IAF6HBT","A2ESGAOCMEHIBH","Approved","Tue Dec 16 09:52:34 GMT 2014","Tue Dec 16 10:04:38 GMT 2014","Thu Dec 18 02:04:38 PST 2014","Tue Dec 16 04:49:22 PST 2014","","","724","100% (1/1)","100% (1/1)","0% (0/0)","kk","3247FEBC58D10A6"
"3I7KR83SN9C49B4TVLYQM9U0WBAK9X","3N79SUTLM2K45D75GAEXW6Y0EII5B3","Contradiction Detection Task (7-8 minutes)","Compare sentences for whether they contradict each other","experiment, linguistics, language, word, words, read, science, psychology, cognitive, cognition, cognitive science","$0.75","Thu Dec 11 17:46:41 GMT 2014","301","BatchId:1763564;","1200","172800","Wed Dec 24 11:44:12 GMT 2014","","","33FBRBDW6OYOZS7OOIGGNEH1PFGC8C","A1Z048705962W6","Approved","Tue Dec 16 05:16:46 GMT 2014","Tue Dec 16 05:25:07 GMT 2014","Wed Dec 17 21:25:07 PST 2014","Tue Dec 16 00:49:10 PST 2014","","","501","100% (1/1)","100% (1/1)","0% (0/0)","LP","A4189325E6BD0C7"
"3I7KR83SN9C49B4TVLYQM9U0WBAK9X","3N79SUTLM2K45D75GAEXW6Y0EII5B3","Contradiction Detection Task (7-8 minutes)","Compare sentences for whether they contradict each other","experiment, linguistics, language, word, words, read, science, psychology, cognitive, cognition, cognitive science","$0.75","Thu Dec 11 17:46:41 GMT 2014","301","BatchId:1763564;","1200","172800","Wed Dec 24 11:44:12 GMT 2014","","","33FBRBDW6OYOZS7OOIGGNEH1QBEC83","ABI0GL9ER3H1M","Approved","Sun Dec 21 01:49:49 GMT 2014","Sun Dec 21 02:03:34 GMT 2014","Mon Dec 22 18:03:34 PST 2014","Sun Dec 21 20:59:35 PST 2014","","","825","100% (1/1)","100% (1/1)","0% (0/0)","DP","16BACFD8904372E"
"3I7KR83SN9C49B4TVLYQM9U0WBAK9X","3N79SUTLM2K45D75GAEXW6Y0EII5B3","Contradiction Detection Task (7-8 minutes)","Compare sentences for whether they contradict each other","experiment, linguistics, language, word, words, read, science, psychology, cognitive, cognition, cognitive science","$0.75","Thu Dec 11 17:46:41 GMT 2014","301","BatchId:1763564;","1200","172800","Wed Dec 24 11:44:12 GMT 2014","","","33JKGHPFYCTMBL6J79ZD87C87TRMN9","A2SWQM5X54P1O5","Approved","Thu Dec 11 20:17:04 GMT 2014","Thu Dec 11 20:25:40 GMT 2014","Sat Dec 13 12:25:40 PST 2014","Thu Dec 11 13:24:25 PST 2014","","","516","100% (1/1)","0% (0/0)","0% (0/0)","NA","4328FC9765EDAB0"
"3I7KR83SN9C49B4TVLYQM9U0WBAK9X","3N79SUTLM2K45D75GAEXW6Y0EII5B3","Contradiction Detection Task (7-8 minutes)","Compare sentences for whether they contradict each other","experiment, linguistics, language, word, words, read, science, psychology, cognitive, cognition, cognitive science","$0.75","Thu Dec 11 17:46:41 GMT 2014","301","BatchId:1763564;","1200","172800","Wed Dec 24 11:44:12 GMT 2014","","","33M4IA01QG0IKVXFENI3S8XGFTEXR4","A2PXJTMWGUE5DC","Approved","Thu Dec 11 17:50:44 GMT 2014","Thu Dec 11 18:05:08 GMT 2014","Sat Dec 13 10:05:08 PST 2014","Thu Dec 11 10:20:29 PST 2014","","","864","100% (3/3)","0% (0/0)","0% (0/0)","SS","3658F2C0D74AE91"
"3I7KR83SN9C49B4TVLYQM9U0WBAK9X","3N79SUTLM2K45D75GAEXW6Y0EII5B3","Contradiction Detection Task (7-8 minutes)","Compare sentences for whether they contradict each other","experiment, linguistics, language, word, words, read, science, psychology, cognitive, cognition, cognitive science","$0.75","Thu Dec 11 17:46:41 GMT 2014","301","BatchId:1763564;","1200","172800","Wed Dec 24 11:44:12 GMT 2014","","","33NF62TLXJ1V27FV7ZU50N3NAZ3JK0","AVYHT7OYW3RU8","Approved","Tue Dec 16 06:29:11 GMT 2014","Tue Dec 16 06:39:45 GMT 2014","Wed Dec 17 22:39:45 PST 2014","Tue Dec 16 00:49:03 PST 2014","","","634","100% (1/1)","100% (1/1)","0% (0/0)","JT","9B308EC16AFD524"
"3I7KR83SN9C49B4TVLYQM9U0WBAK9X","3N79SUTLM2K45D75GAEXW6Y0EII5B3","Contradiction Detection Task (7-8 minutes)","Compare sentences for whether they contradict each other","experiment, linguistics, language, word, words, read, science, psychology, cognitive, cognition, cognitive science","$0.75","Thu Dec 11 17:46:41 GMT 2014","301","BatchId:1763564;","1200","172800","Wed Dec 24 11:44:12 GMT 2014","","","33NF62TLXJ1V27FV7ZU50N3NAZVJKS","A15GTVFYQS8NLW","Approved","Tue Dec 16 05:58:08 GMT 2014","Tue Dec 16 06:09:19 GMT 2014","Wed Dec 17 22:09:19 PST 2014","Tue Dec 16 00:49:02 PST 2014","","","671","100% (1/1)","100% (1/1)","0% (0/0)","THE","A06EFCD183952B7"
"3I7KR83SN9C49B4TVLYQM9U0WBAK9X","3N79SUTLM2K45D75GAEXW6Y0EII5B3","Contradiction Detection Task (7-8 minutes)","Compare sentences for whether they contradict each other","experiment, linguistics, language, word, words, read, science, psychology, cognitive, cognition, cognitive science","$0.75","Thu Dec 11 17:46:41 GMT 2014","301","BatchId:1763564;","1200","172800","Wed Dec 24 11:44:12 GMT 2014","","","33OOO72IVHK7XCZCRGRBEADO4TDCTG","A1HGH370WWDHKN","Approved","Sun Dec 21 23:04:26 GMT 2014","Sun Dec 21 23:13:30 GMT 2014","Tue Dec 23 15:13:30 PST 2014","Sun Dec 21 20:59:35 PST 2014","","","544","100% (1/1)","100% (1/1)","0% (0/0)","SR","B8DF195462A0C7E"
"3I7KR83SN9C49B4TVLYQM9U0WBAK9X","3N79SUTLM2K45D75GAEXW6Y0EII5B3","Contradiction Detection Task (7-8 minutes)","Compare sentences for whether they contradict each other","experiment, linguistics, language, word, words, read, science, psychology, cognitive, cognition, cognitive science","$0.75","Thu Dec 11 17:46:41 GMT 2014","301","BatchId:1763564;","1200","172800","Wed Dec 24 11:44:12 GMT 2014","","","33PPUNGG3847PQXUF56OPTDRN8NZR8","A3UYY92WMM5V1H","Approved","Sat Dec 13 21:40:22 GMT 2014","Sat Dec 13 21:54:48 GMT 2014","Mon Dec 15 13:54:48 PST 2014","Sat Dec 13 14:30:02 PST 2014","","","866","100% (1/1)","0% (0/0)","0% (0/0)","JM","9A2870316BECFD5"
"3I7KR83SN9C49B4TVLYQM9U0WBAK9X","3N79SUTLM2K45D75GAEXW6Y0EII5B3","Contradiction Detection Task (7-8 minutes)","Compare sentences for whether they contradict each other","experiment, linguistics, language, word, words, read, science, psychology, cognitive, cognition, cognitive science","$0.75","Thu Dec 11 17:46:41 GMT 2014","301","BatchId:1763564;","1200","172800","Wed Dec 24 11:44:12 GMT 2014","","","33SA9F9TRXTEMRNKIC2HRIKQSXUEWI","A2ZCJGRIXWVWS5","Approved","Tue Dec 16 05:09:56 GMT 2014","Tue Dec 16 05:24:48 GMT 2014","Wed Dec 17 21:24:48 PST 2014","Tue Dec 16 00:49:05 PST 2014","","","892","100% (1/1)","100% (1/1)","0% (0/0)","MPM","57809CF2A3D4EB6"
"3I7KR83SN9C49B4TVLYQM9U0WBAK9X","3N79SUTLM2K45D75GAEXW6Y0EII5B3","Contradiction Detection Task (7-8 minutes)","Compare sentences for whether they contradict each other","experiment, linguistics, language, word, words, read, science, psychology, cognitive, cognition, cognitive science","$0.75","Thu Dec 11 17:46:41 GMT 2014","301","BatchId:1763564;","1200","172800","Wed Dec 24 11:44:12 GMT 2014","","","33TIN5LC0491G0R3P24JK14VBE79Y6","A34K26B6Y2BQ2M","Approved","Thu Dec 11 22:10:08 GMT 2014","Thu Dec 11 22:22:24 GMT 2014","Sat Dec 13 14:22:24 PST 2014","Thu Dec 11 18:18:32 PST 2014","","","736","100% (1/1)","0% (0/0)","0% (0/0)","AS","13702BC9F65A48E"
"3I7KR83SN9C49B4TVLYQM9U0WBAK9X","3N79SUTLM2K45D75GAEXW6Y0EII5B3","Contradiction Detection Task (7-8 minutes)","Compare sentences for whether they contradict each other","experiment, linguistics, language, word, words, read, science, psychology, cognitive, cognition, cognitive science","$0.75","Thu Dec 11 17:46:41 GMT 2014","301","BatchId:1763564;","1200","172800","Wed Dec 24 11:44:12 GMT 2014","","","34MAJL3QP4MZ3RO3JMF2DZX2GLZ430","A2AWBDW9V1E9KT","Approved","Thu Dec 11 22:16:10 GMT 2014","Thu Dec 11 22:24:51 GMT 2014","Sat Dec 13 14:24:51 PST 2014","Thu Dec 11 18:18:30 PST 2014","","","521","100% (1/1)","0% (0/0)","0% (0/0)","JFB","BA98C2F657ED034"
